PurchaseID,Date,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35
1188,9/16/2001,all- purpose,fruits,lunch meat,paper towels,paper towels,eggs,yogurt,sandwich bags,butter,all- purpose,eggs,dishwashing liquid/detergent,shampoo,bagels,ice cream,butter,cereals,sugar,yogurt,shampoo,lunch meat,dishwashing liquid/detergent,butter,toilet paper,juice,cheeses,coffee/tea,pasta,soap,beef,cheeses,dishwashing liquid/detergent,beef,milk,
1189,9/17/2001,vegetables,shampoo,all- purpose,dinner rolls,coffee/tea,hand soap,aluminum foil,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1190,9/18/2001,eggs,vegetables,soap,vegetables,ketchup,mixes,individual meals,laundry detergent,eggs,bagels,vegetables,pasta,juice,soap,mixes,,,,,,,,,,,,,,,,,,,,
1191,9/19/2001,poultry,aluminum foil,laundry detergent,soap,sugar,eggs,sandwich bags,cheeses,sugar,eggs,bagels,dinner rolls,sandwich bags,eggs,shampoo,vegetables,sugar,vegetables,shampoo,all- purpose,vegetables,soda,aluminum foil,waffles,sugar,,,,,,,,,,
1192,9/20/2001,milk,ice cream,ketchup,cheeses,soap,sugar,ice cream,individual meals,laundry detergent,spaghetti sauce,pork,paper towels,soap,beef,vegetables,yogurt,coffee/tea,juice,shampoo,cereals,soap,beef,lunch meat,cheeses,fruits,vegetables,individual meals,individual meals,vegetables,individual meals,,,,,
1193,9/21/2001,toilet paper,butter,spaghetti sauce,pasta,ketchup,all- purpose,paper towels,individual meals,soda,soda,yogurt,spaghetti sauce,vegetables,soap,milk,dishwashing liquid/detergent,laundry detergent,spaghetti sauce,pasta,juice,milk,poultry,beef,,,,,,,,,,,,
1194,9/21/2001,poultry,soap,bagels,pork,all- purpose,paper towels,butter,milk,paper towels,mixes,eggs,cheeses,,,,,,,,,,,,,,,,,,,,,,,
1195,9/21/2001,poultry,sandwich bags,sandwich bags,sandwich bags,butter,sandwich loaves,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1196,9/21/2001,vegetables,soap,pork,vegetables,butter,paper towels,sandwich bags,vegetables,vegetables,flour,cereals,all- purpose,all- purpose,toilet paper,cereals,vegetables,soda,poultry,toilet paper,lunch meat,sugar,,,,,,,,,,,,,,
1197,9/21/2001,fruits,milk,dishwashing liquid/detergent,eggs,vegetables,yogurt,waffles,tortillas,butter,individual meals,,,,,,,,,,,,,,,,,,,,,,,,,
1198,9/22/2001,sandwich loaves,soda,eggs,bagels,eggs,dinner rolls,laundry detergent,soda,paper towels,toilet paper,soap,dinner rolls,pasta,vegetables,,,,,,,,,,,,,,,,,,,,,
1199,9/22/2001,ketchup,lunch meat,soap,hand soap,vegetables,sandwich loaves,aluminum foil,ketchup,waffles,mixes,milk,flour,ketchup,vegetables,pork,ketchup,dishwashing liquid/detergent,paper towels,sandwich bags,sandwich bags,eggs,ice cream,hand soap,coffee/tea,shampoo,individual meals,eggs,soda,sandwich loaves,beef,,,,,
1200,9/23/2001,sandwich loaves,sandwich bags,sugar,cheeses,milk,ketchup,flour,sandwich loaves,vegetables,soda,spaghetti sauce,,,,,,,,,,,,,,,,,,,,,,,,
1201,9/24/2001,tortillas,flour,pork,spaghetti sauce,coffee/tea,cheeses,ketchup,cheeses,tortillas,aluminum foil,milk,dinner rolls,bagels,individual meals,,,,,,,,,,,,,,,,,,,,,
1202,9/25/2001,soap,hand soap,coffee/tea,paper towels,soda,cheeses,soap,waffles,soda,milk,yogurt,pork,coffee/tea,cheeses,poultry,waffles,fruits,soap,pasta,ice cream,juice,coffee/tea,toilet paper,,,,,,,,,,,,
1203,9/25/2001,flour,sugar,sandwich loaves,cereals,paper towels,vegetables,pasta,shampoo,paper towels,shampoo,sugar,shampoo,bagels,coffee/tea,sugar,fruits,eggs,sandwich loaves,mixes,coffee/tea,laundry detergent,ice cream,individual meals,coffee/tea,soap,soda,lunch meat,soda,poultry,soda,tortillas,shampoo,sugar,,
1204,9/26/2001,sandwich loaves,paper towels,bagels,coffee/tea,cheeses,sugar,tortillas,vegetables,flour,laundry detergent,eggs,lunch meat,sugar,dishwashing liquid/detergent,dishwashing liquid/detergent,ketchup,cereals,milk,waffles,paper towels,waffles,hand soap,hand soap,spaghetti sauce,butter,aluminum foil,tortillas,pasta,hand soap,pork,juice,,,,
1205,9/26/2001,aluminum foil,vegetables,beef,pasta,eggs,sandwich loaves,cheeses,poultry,cheeses,waffles,fruits,soap,hand soap,beef,poultry,ice cream,sandwich loaves,aluminum foil,sandwich loaves,yogurt,toilet paper,,,,,,,,,,,,,,
1206,9/26/2001,juice,poultry,spaghetti sauce,individual meals,pork,sugar,tortillas,soap,ketchup,poultry,juice,fruits,paper towels,soda,yogurt,sandwich bags,mixes,pork,bagels,poultry,,,,,,,,,,,,,,,
1207,9/26/2001,sandwich bags,ice cream,bagels,sugar,sugar,laundry detergent,butter,individual meals,cereals,tortillas,cereals,laundry detergent,all- purpose,vegetables,tortillas,dishwashing liquid/detergent,cheeses,waffles,pasta,coffee/tea,vegetables,aluminum foil,cheeses,,,,,,,,,,,,
1208,9/27/2001,soap,eggs,cereals,vegetables,pork,individual meals,all- purpose,juice,all- purpose,all- purpose,aluminum foil,spaghetti sauce,paper towels,sandwich bags,yogurt,sandwich loaves,paper towels,shampoo,coffee/tea,,,,,,,,,,,,,,,,
1209,9/28/2001,poultry,sandwich loaves,yogurt,butter,flour,tortillas,all- purpose,beef,pasta,ketchup,sugar,individual meals,aluminum foil,lunch meat,soap,,,,,,,,,,,,,,,,,,,,
1210,9/29/2001,tortillas,individual meals,pork,shampoo,mixes,hand soap,individual meals,aluminum foil,sandwich loaves,pork,sandwich bags,tortillas,beef,yogurt,butter,beef,ice cream,sugar,vegetables,vegetables,beef,laundry detergent,butter,vegetables,flour,dinner rolls,,,,,,,,,
1211,9/29/2001,aluminum foil,milk,lunch meat,butter,laundry detergent,spaghetti sauce,cheeses,soap,ice cream,,,,,,,,,,,,,,,,,,,,,,,,,,
1212,9/29/2001,butter,tortillas,vegetables,toilet paper,yogurt,dishwashing liquid/detergent,vegetables,laundry detergent,sandwich bags,lunch meat,milk,tortillas,laundry detergent,vegetables,dinner rolls,juice,bagels,vegetables,ketchup,eggs,coffee/tea,yogurt,sandwich bags,soda,vegetables,vegetables,paper towels,vegetables,,,,,,,
1213,9/30/2001,hand soap,butter,soda,butter,pork,hand soap,lunch meat,butter,paper towels,eggs,vegetables,poultry,poultry,soda,coffee/tea,dishwashing liquid/detergent,pasta,sugar,soda,sandwich bags,vegetables,dishwashing liquid/detergent,pork,coffee/tea,juice,cheeses,pork,poultry,all- purpose,butter,cereals,vegetables,,,
1214,9/30/2001,pork,aluminum foil,soda,hand soap,toilet paper,dishwashing liquid/detergent,milk,hand soap,ice cream,soap,pork,mixes,all- purpose,,,,,,,,,,,,,,,,,,,,,,
1215,9/30/2001,paper towels,shampoo,flour,milk,aluminum foil,ketchup,pasta,laundry detergent,mixes,individual meals,pork,aluminum foil,,,,,,,,,,,,,,,,,,,,,,,
1216,10/1/2001,sandwich loaves,flour,coffee/tea,shampoo,lunch meat,bagels,tortillas,hand soap,beef,aluminum foil,all- purpose,soap,waffles,,,,,,,,,,,,,,,,,,,,,,
1217,10/2/2001,fruits,pork,ice cream,all- purpose,toilet paper,bagels,eggs,individual meals,aluminum foil,vegetables,sandwich loaves,ketchup,lunch meat,laundry detergent,fruits,,,,,,,,,,,,,,,,,,,,
1218,10/2/2001,pork,cheeses,fruits,mixes,flour,aluminum foil,soap,eggs,dishwashing liquid/detergent,juice,milk,coffee/tea,hand soap,,,,,,,,,,,,,,,,,,,,,,
1219,10/2/2001,vegetables,paper towels,all- purpose,soda,butter,ketchup,waffles,soap,individual meals,laundry detergent,dishwashing liquid/detergent,lunch meat,vegetables,ketchup,vegetables,sandwich bags,spaghetti sauce,cheeses,aluminum foil,soda,sugar,hand soap,tortillas,individual meals,pork,butter,pasta,,,,,,,,
1220,10/3/2001,pasta,bagels,dinner rolls,ketchup,paper towels,tortillas,eggs,fruits,bagels,eggs,laundry detergent,cereals,toilet paper,eggs,vegetables,sandwich loaves,soap,beef,poultry,juice,sandwich loaves,soap,laundry detergent,shampoo,beef,flour,poultry,poultry,flour,sandwich loaves,laundry detergent,,,,
1221,10/3/2001,ketchup,waffles,flour,soap,sugar,tortillas,soda,juice,all- purpose,milk,spaghetti sauce,fruits,hand soap,mixes,waffles,juice,soap,vegetables,beef,waffles,dishwashing liquid/detergent,individual meals,poultry,shampoo,spaghetti sauce,beef,eggs,beef,flour,eggs,,,,,
1222,10/3/2001,yogurt,sandwich bags,bagels,eggs,shampoo,pasta,sugar,dinner rolls,lunch meat,sandwich loaves,vegetables,hand soap,lunch meat,all- purpose,sandwich bags,laundry detergent,vegetables,toilet paper,fruits,lunch meat,waffles,,,,,,,,,,,,,,
1223,10/3/2001,pork,ketchup,individual meals,milk,coffee/tea,eggs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1224,10/4/2001,bagels,hand soap,laundry detergent,sugar,soap,individual meals,flour,lunch meat,butter,sandwich bags,all- purpose,hand soap,sugar,sandwich loaves,aluminum foil,poultry,aluminum foil,hand soap,shampoo,,,,,,,,,,,,,,,,
1225,10/4/2001,butter,pasta,aluminum foil,sugar,butter,soda,flour,soap,cheeses,shampoo,aluminum foil,pork,eggs,mixes,dinner rolls,cheeses,laundry detergent,beef,juice,sugar,coffee/tea,toilet paper,milk,vegetables,aluminum foil,vegetables,shampoo,soda,sandwich bags,pasta,ice cream,,,,
1226,10/5/2001,spaghetti sauce,poultry,pasta,vegetables,cereals,eggs,sugar,sugar,pork,,,,,,,,,,,,,,,,,,,,,,,,,,
1227,10/6/2001,dinner rolls,beef,aluminum foil,eggs,milk,dinner rolls,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1228,10/7/2001,bagels,pork,sandwich loaves,butter,tortillas,spaghetti sauce,dinner rolls,lunch meat,coffee/tea,dinner rolls,coffee/tea,vegetables,soap,flour,coffee/tea,mixes,dishwashing liquid/detergent,sandwich bags,cheeses,aluminum foil,,,,,,,,,,,,,,,
1229,10/8/2001,flour,cereals,dishwashing liquid/detergent,paper towels,pork,yogurt,soda,mixes,eggs,mixes,dinner rolls,fruits,soap,beef,dinner rolls,coffee/tea,waffles,lunch meat,lunch meat,ketchup,soda,yogurt,sandwich loaves,all- purpose,,,,,,,,,,,
1230,10/9/2001,milk,pork,hand soap,sugar,waffles,sandwich bags,all- purpose,all- purpose,pasta,dinner rolls,bagels,mixes,sandwich bags,beef,tortillas,mixes,,,,,,,,,,,,,,,,,,,
1231,10/9/2001,pork,sandwich bags,vegetables,soda,bagels,all- purpose,dishwashing liquid/detergent,aluminum foil,fruits,waffles,cereals,hand soap,vegetables,mixes,vegetables,soda,dishwashing liquid/detergent,hand soap,poultry,coffee/tea,aluminum foil,vegetables,tortillas,soap,soda,sandwich loaves,vegetables,vegetables,spaghetti sauce,milk,mixes,juice,tortillas,,
1232,10/9/2001,ketchup,poultry,vegetables,milk,butter,hand soap,bagels,individual meals,all- purpose,cereals,pasta,laundry detergent,toilet paper,lunch meat,beef,vegetables,eggs,dishwashing liquid/detergent,sugar,laundry detergent,dinner rolls,poultry,coffee/tea,all- purpose,juice,,,,,,,,,,
1233,10/10/2001,vegetables,vegetables,flour,cheeses,cheeses,juice,cereals,ice cream,flour,spaghetti sauce,spaghetti sauce,vegetables,soda,hand soap,sugar,juice,all- purpose,cheeses,sandwich loaves,waffles,dinner rolls,toilet paper,dinner rolls,butter,,,,,,,,,,,
1234,10/10/2001,paper towels,individual meals,butter,ketchup,dishwashing liquid/detergent,sandwich loaves,individual meals,toilet paper,lunch meat,vegetables,hand soap,bagels,shampoo,ketchup,coffee/tea,sandwich bags,dinner rolls,pork,beef,butter,vegetables,sandwich bags,butter,vegetables,vegetables,soda,pork,vegetables,paper towels,vegetables,pork,milk,vegetables,,
1235,10/11/2001,juice,fruits,coffee/tea,pasta,sandwich loaves,juice,ice cream,vegetables,yogurt,cereals,cheeses,hand soap,yogurt,tortillas,soap,vegetables,,,,,,,,,,,,,,,,,,,
1236,10/11/2001,individual meals,pork,soap,soda,paper towels,butter,dishwashing liquid/detergent,dinner rolls,lunch meat,,,,,,,,,,,,,,,,,,,,,,,,,,
1237,10/12/2001,soda,yogurt,bagels,yogurt,cheeses,spaghetti sauce,yogurt,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1238,10/12/2001,sandwich loaves,flour,sugar,coffee/tea,shampoo,sandwich loaves,spaghetti sauce,juice,dinner rolls,laundry detergent,lunch meat,poultry,pork,juice,toilet paper,cereals,sandwich loaves,laundry detergent,lunch meat,sugar,bagels,dishwashing liquid/detergent,mixes,soda,bagels,bagels,toilet paper,cereals,milk,beef,,,,,
1239,10/12/2001,shampoo,vegetables,butter,vegetables,cereals,laundry detergent,poultry,mixes,juice,individual meals,cheeses,fruits,spaghetti sauce,aluminum foil,vegetables,individual meals,soap,dinner rolls,dinner rolls,sandwich loaves,sandwich bags,soda,flour,eggs,juice,dishwashing liquid/detergent,eggs,cereals,pork,vegetables,milk,,,,
1240,10/13/2001,hand soap,juice,ketchup,sandwich loaves,soap,pork,vegetables,poultry,bagels,sandwich loaves,yogurt,ketchup,vegetables,pork,shampoo,waffles,juice,cereals,hand soap,flour,sandwich loaves,juice,hand soap,spaghetti sauce,vegetables,waffles,vegetables,soap,individual meals,juice,soda,,,,
1241,10/14/2001,yogurt,cheeses,soap,vegetables,waffles,cheeses,lunch meat,soap,all- purpose,soap,sugar,ice cream,cereals,hand soap,pork,juice,tortillas,lunch meat,sandwich loaves,butter,,,,,,,,,,,,,,,
1242,10/15/2001,dishwashing liquid/detergent,pork,poultry,all- purpose,sandwich bags,vegetables,individual meals,vegetables,laundry detergent,milk,soap,juice,aluminum foil,flour,individual meals,individual meals,pork,ice cream,ice cream,milk,milk,sugar,soap,coffee/tea,tortillas,coffee/tea,beef,sandwich loaves,pork,cereals,cereals,,,,
1243,10/16/2001,vegetables,ice cream,all- purpose,hand soap,all- purpose,dishwashing liquid/detergent,paper towels,ketchup,,,,,,,,,,,,,,,,,,,,,,,,,,,
1244,10/17/2001,vegetables,ice cream,sandwich bags,individual meals,juice,fruits,cereals,pasta,,,,,,,,,,,,,,,,,,,,,,,,,,,
1245,10/18/2001,laundry detergent,milk,vegetables,coffee/tea,mixes,sandwich loaves,sandwich bags,waffles,,,,,,,,,,,,,,,,,,,,,,,,,,,
1246,10/19/2001,individual meals,mixes,coffee/tea,paper towels,dishwashing liquid/detergent,mixes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1247,10/19/2001,toilet paper,bagels,hand soap,dishwashing liquid/detergent,flour,individual meals,sandwich loaves,hand soap,vegetables,lunch meat,cheeses,milk,bagels,butter,soap,vegetables,dishwashing liquid/detergent,cereals,tortillas,pork,ice cream,juice,toilet paper,aluminum foil,fruits,cereals,vegetables,,,,,,,,
1248,10/20/2001,vegetables,paper towels,sandwich loaves,yogurt,flour,lunch meat,sugar,laundry detergent,pork,,,,,,,,,,,,,,,,,,,,,,,,,,
1249,10/21/2001,flour,sandwich loaves,aluminum foil,lunch meat,toilet paper,waffles,pasta,waffles,hand soap,tortillas,pork,butter,hand soap,laundry detergent,milk,sandwich loaves,paper towels,mixes,vegetables,soda,yogurt,,,,,,,,,,,,,,
1250,10/22/2001,mixes,fruits,fruits,ice cream,dishwashing liquid/detergent,yogurt,soda,dinner rolls,coffee/tea,vegetables,beef,bagels,toilet paper,beef,all- purpose,ice cream,hand soap,sandwich bags,dishwashing liquid/detergent,lunch meat,spaghetti sauce,paper towels,poultry,tortillas,ice cream,eggs,waffles,aluminum foil,sugar,laundry detergent,juice,flour,coffee/tea,,
1251,10/22/2001,hand soap,vegetables,cereals,dishwashing liquid/detergent,cereals,vegetables,sugar,cereals,,,,,,,,,,,,,,,,,,,,,,,,,,,
1252,10/23/2001,mixes,laundry detergent,poultry,spaghetti sauce,vegetables,mixes,coffee/tea,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1253,10/23/2001,fruits,laundry detergent,cheeses,shampoo,laundry detergent,hand soap,fruits,fruits,fruits,dinner rolls,soap,pork,cheeses,vegetables,sandwich bags,,,,,,,,,,,,,,,,,,,,
1254,10/24/2001,soap,dishwashing liquid/detergent,bagels,laundry detergent,dinner rolls,cheeses,juice,sandwich bags,dinner rolls,fruits,yogurt,paper towels,lunch meat,aluminum foil,paper towels,aluminum foil,,,,,,,,,,,,,,,,,,,
1255,10/24/2001,sandwich loaves,individual meals,flour,spaghetti sauce,dishwashing liquid/detergent,sandwich bags,eggs,ketchup,pasta,vegetables,fruits,soda,hand soap,spaghetti sauce,sandwich bags,bagels,cheeses,vegetables,all- purpose,cereals,spaghetti sauce,flour,eggs,butter,flour,dishwashing liquid/detergent,,,,,,,,,
1256,10/25/2001,coffee/tea,mixes,ketchup,spaghetti sauce,juice,individual meals,sugar,cereals,individual meals,all- purpose,dishwashing liquid/detergent,shampoo,butter,paper towels,flour,soap,dinner rolls,ketchup,laundry detergent,hand soap,ice cream,poultry,pork,soda,mixes,lunch meat,,,,,,,,,
1257,10/26/2001,sandwich loaves,aluminum foil,butter,pork,coffee/tea,vegetables,juice,eggs,sandwich loaves,,,,,,,,,,,,,,,,,,,,,,,,,,
1258,10/27/2001,lunch meat,aluminum foil,shampoo,ketchup,tortillas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1259,10/28/2001,all- purpose,eggs,milk,paper towels,sugar,yogurt,pork,pork,individual meals,spaghetti sauce,cereals,spaghetti sauce,cheeses,flour,spaghetti sauce,individual meals,sandwich bags,soap,butter,milk,aluminum foil,yogurt,bagels,toilet paper,vegetables,waffles,eggs,tortillas,spaghetti sauce,soap,vegetables,,,,
1260,10/29/2001,vegetables,tortillas,milk,flour,vegetables,paper towels,cereals,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1261,10/30/2001,laundry detergent,cheeses,flour,hand soap,vegetables,vegetables,sugar,flour,individual meals,tortillas,aluminum foil,fruits,waffles,all- purpose,vegetables,spaghetti sauce,poultry,mixes,pork,dinner rolls,toilet paper,beef,butter,coffee/tea,ketchup,tortillas,bagels,mixes,vegetables,,,,,,
1262,10/30/2001,cheeses,coffee/tea,vegetables,sandwich loaves,tortillas,tortillas,sandwich bags,soda,vegetables,waffles,ice cream,milk,beef,mixes,toilet paper,soda,,,,,,,,,,,,,,,,,,,
1263,10/30/2001,mixes,sandwich bags,aluminum foil,sandwich loaves,butter,coffee/tea,coffee/tea,tortillas,poultry,flour,soda,milk,paper towels,vegetables,ice cream,individual meals,eggs,hand soap,soap,waffles,hand soap,beef,beef,mixes,individual meals,waffles,,,,,,,,,
1264,10/30/2001,sandwich bags,sugar,cheeses,beef,spaghetti sauce,lunch meat,soap,vegetables,paper towels,aluminum foil,toilet paper,dinner rolls,eggs,pasta,hand soap,spaghetti sauce,cereals,aluminum foil,vegetables,milk,spaghetti sauce,,,,,,,,,,,,,,
1265,10/30/2001,butter,toilet paper,soap,soda,cereals,vegetables,shampoo,yogurt,sugar,cereals,poultry,lunch meat,waffles,ice cream,sandwich loaves,soda,yogurt,tortillas,,,,,,,,,,,,,,,,,
1266,10/31/2001,eggs,flour,flour,individual meals,hand soap,dishwashing liquid/detergent,aluminum foil,cheeses,vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,
1267,11/1/2001,cereals,laundry detergent,ketchup,ketchup,sugar,soap,lunch meat,vegetables,pork,lunch meat,,,,,,,,,,,,,,,,,,,,,,,,,
1268,11/1/2001,soap,yogurt,mixes,ketchup,eggs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1269,11/1/2001,individual meals,cheeses,individual meals,pork,butter,eggs,fruits,laundry detergent,dishwashing liquid/detergent,soda,mixes,pasta,toilet paper,spaghetti sauce,dinner rolls,lunch meat,,,,,,,,,,,,,,,,,,,
1270,11/2/2001,cheeses,sandwich bags,bagels,spaghetti sauce,hand soap,laundry detergent,sugar,spaghetti sauce,dishwashing liquid/detergent,poultry,individual meals,yogurt,,,,,,,,,,,,,,,,,,,,,,,
1271,11/2/2001,all- purpose,ice cream,coffee/tea,paper towels,vegetables,toilet paper,soda,beef,ketchup,ice cream,pork,individual meals,ketchup,fruits,vegetables,mixes,shampoo,bagels,hand soap,tortillas,yogurt,sugar,sandwich loaves,vegetables,pasta,beef,eggs,vegetables,all- purpose,dinner rolls,sugar,vegetables,laundry detergent,,
1272,11/3/2001,tortillas,paper towels,butter,coffee/tea,sandwich bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1273,11/3/2001,dinner rolls,cheeses,soap,bagels,all- purpose,soap,bagels,mixes,sandwich loaves,butter,individual meals,soda,laundry detergent,sandwich loaves,eggs,spaghetti sauce,vegetables,soda,vegetables,eggs,vegetables,fruits,individual meals,mixes,waffles,dinner rolls,laundry detergent,shampoo,,,,,,,
1274,11/4/2001,flour,bagels,soda,ketchup,fruits,pork,fruits,vegetables,ice cream,cereals,lunch meat,waffles,vegetables,ice cream,hand soap,laundry detergent,poultry,ice cream,eggs,fruits,bagels,laundry detergent,pasta,all- purpose,yogurt,coffee/tea,shampoo,toilet paper,sandwich bags,juice,waffles,fruits,laundry detergent,bagels,
1275,11/4/2001,all- purpose,hand soap,tortillas,dinner rolls,eggs,cereals,soda,soda,all- purpose,eggs,ice cream,waffles,hand soap,cheeses,poultry,dishwashing liquid/detergent,ice cream,sandwich bags,dinner rolls,mixes,sandwich loaves,eggs,all- purpose,cheeses,tortillas,bagels,waffles,mixes,ketchup,shampoo,aluminum foil,,,,
1276,11/4/2001,butter,tortillas,hand soap,ice cream,bagels,cereals,shampoo,vegetables,sandwich loaves,eggs,individual meals,paper towels,soap,butter,ketchup,,,,,,,,,,,,,,,,,,,,
1277,11/4/2001,ice cream,bagels,poultry,ice cream,aluminum foil,spaghetti sauce,vegetables,pasta,pasta,paper towels,poultry,all- purpose,hand soap,fruits,soda,,,,,,,,,,,,,,,,,,,,
